name,google_url,categorie,address,phone,website,note,nb_avis,accessible,chiens_acceptes,livraison,livraison_sans_contact,service_de_drive,vente_a_emporter,repas_sur_place,code_plus
Snack Sosso,https://www.google.com/maps/place/Snack+Sosso/data=!4m7!3m6!1s0x8d123fab148e4f1f:0x8f726b05cbb3491a!8m2!3d4.8512325!4d-52.33066!16s%2Fg%2F11tnvzmz5t!19sChIJH0-OFKs_Eo0RGkmzywVrco8?authuser=0&hl=fr&rclk=1,Restauration rapide,"1, 97351 Rue Jacques Lony, Matoury, Guyane française",+594 694 06 37 34,,"4,6",5,non,,,,,oui,,"VM29+FP Matoury, Guyane française"
Bake Shop Matoury,https://www.google.com/maps/place/Bake+Shop+Matoury/data=!4m7!3m6!1s0x8d123ff29d68f2e5:0x8abfe701cc8d516a!8m2!3d4.8743522!4d-52.3350019!16s%2Fg%2F11tdsfgv6w!19sChIJ5fJonfI_Eo0RalGNzAHnv4o?authuser=0&hl=fr&rclk=1,Restaurant,"Matoury, 97351, Guyane française",+594 694 40 65 36,,,0,oui,,non,,,,oui,"VMF7+PX Matoury, Guyane française"
Crêp'Event,https://www.google.com/maps/place/Cr%C3%AAp%27Event/data=!4m7!3m6!1s0x8d123daf243a28ed:0xe446e7e3a6a0fa88!8m2!3d4.8807849!4d-52.3600696!16s%2Fg%2F11xvnps9y6!19sChIJ7Sg6JK89Eo0RiPqgpuPnRuQ?authuser=0&hl=fr&rclk=1,Restauration rapide,"210 Imp. de la Colline, Matoury 97351, Guyane française",+594 694 26 70 02,,,0,non,,,,,oui,,"VJJQ+8X Matoury, Guyane française"
Les Tournesols,https://www.google.com/maps/place/Les+Tournesols/data=!4m7!3m6!1s0x8d123f0079268fa3:0xb88e93a5f50e0dc2!8m2!3d4.8460417!4d-52.3351442!16s%2Fg%2F11y34sy87m!19sChIJo48meQA_Eo0Rwg0O9aWTjrg?authuser=0&hl=fr&rclk=1,Restaurant français,"Matoury 97351, Guyane française",,,,0,non,,,,,,,"RMW7+CW Matoury, Guyane française"
Vini vini,https://www.google.com/maps/place/Vini+vini/data=!4m7!3m6!1s0x8d123f1a9226bd5b:0x5fbdda4059a2beba!8m2!3d4.8546041!4d-52.3332972!16s%2Fg%2F11l729s1xf!19sChIJW70mkho_Eo0Rur6iWUDavV8?authuser=0&hl=fr&rclk=1,Restauration rapide,"Résidence MOUTOUCHI, 3, 97351 Avenue Michel Saïd, Matoury, Guyane française",+594 594 46 04 85,,"4,3",3,oui,,oui,,,oui,oui,"VM38+RM Matoury, Guyane française"
Chez Vivi,https://www.google.com/maps/place/Chez+Vivi/data=!4m7!3m6!1s0x8d123fe76cef53cd:0x6cb5396e942d8ff0!8m2!3d4.8739871!4d-52.3222843!16s%2Fg%2F11fq_cw58z!19sChIJzVPvbOc_Eo0R8I8tlG45tWw?authuser=0&hl=fr&rclk=1,Restauration rapide,"4A Imp. de Négociants, Matoury 97351, Guyane française",+594 694 05 92 52,,"4,5",4,oui,,,,,oui,,"VMFH+H3 Matoury, Guyane française"
snacking bleu anse,https://www.google.com/maps/place/snacking+bleu+anse/data=!4m7!3m6!1s0x8d123f0047925b49:0x4b345342a9b518eb!8m2!3d4.8505933!4d-52.3280774!16s%2Fg%2F11xclt1403!19sChIJSVuSRwA_Eo0R6xi1qUJTNEs?authuser=0&hl=fr&rclk=1,Restauration rapide,"VM2C+6QM, Rue Georges Palmot, Matoury 97351, Guyane française",+594 694 45 63 24,,2,4,non,,,,,,,
Snack Leon,https://www.google.com/maps/place/Snack+Leon/data=!4m7!3m6!1s0x8d123f0020e20abd:0x8cc1328ebd7cecb2!8m2!3d4.850218!4d-52.3262426!16s%2Fg%2F11x33m7dkx!19sChIJvQriIAA_Eo0Rsux8vY4ywYw?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"121, 97351 Rue Leon Gontrand Damas, Matoury 97351, Guyane française",,,5,1,non,,,,,,,"VM2F+3G Matoury, Guyane française"
Pizzeria au Petit Bateau - Family Plaza,https://www.google.com/maps/place/Pizzeria+au+Petit+Bateau+-+Family+Plaza/data=!4m7!3m6!1s0x8d123d5b5b3f0527:0x262cc1fb11b3ea0c!8m2!3d4.8895724!4d-52.3323424!16s%2Fg%2F11pkf119pw!19sChIJJwU_W1s9Eo0RDOqzEfvBLCY?authuser=0&hl=fr&rclk=1,Pizzeria,"Centre Commercial Family Plaza Zone Terca Matoury, 97351, Guyane française",+594 594 27 56 48,facebook.com,4,145,oui,,oui,oui,,oui,oui,"VMQ9+R3 Matoury, Guyane française"
Ichiban Sushi Express,https://www.google.com/maps/place/Ichiban+Sushi+Express/data=!4m7!3m6!1s0x8d123d000682b95b:0x16be3dd928250993!8m2!3d4.8876944!4d-52.3329623!16s%2Fg%2F11mcpvvxlr!19sChIJW7mCBgA9Eo0RkwklKNk9vhY?authuser=0&hl=fr&rclk=1,Restaurant de sushis,"centre commercial Family Plaza, Matoury 97351, Guyane française",,,"2,3",7,non,,,,,,,"VMQ8+3R Matoury, Guyane française"
Saveurs d'Elohim,https://www.google.com/maps/place/Saveurs+d%27Elohim/data=!4m7!3m6!1s0x8d121500361095bf:0x4573ae611f540f1!8m2!3d4.8224404!4d-52.3643218!16s%2Fg%2F11xcvvf108!19sChIJv5UQNgAVEo0R8UD1EeY6VwQ?authuser=0&hl=fr&rclk=1,Restauration rapide,"Rn4, Matoury, Guyane française",,,,0,non,,,,,,,"RJCP+X7 Matoury, Guyane française"
Pizz'Amazone,https://www.google.com/maps/place/Pizz%27Amazone/data=!4m7!3m6!1s0x8d123c96e5550b7d:0x53dac1a9b6598c06!8m2!3d4.9222892!4d-52.2901858!16s%2Fg%2F1pzpp26bc!19sChIJfQtV5ZY8Eo0RBoxZtqnB2lM?authuser=0&hl=fr&rclk=1,Pizzas à emporter,"résid Les Ecrins, 517 Route de Suzini, rte Montjoly, Remire-Montjoly 97354, Guyane française",+594 594 39 12 50,facebook.com,"4,5",160,oui,,non,,,oui,non,"WPC5+WW Remire-Montjoly, Guyane française"
Amazon Grill & Burger,https://www.google.com/maps/place/Amazon+Grill+%26+Burger/data=!4m7!3m6!1s0x8d123f141da6b72d:0xc7803cef8066b918!8m2!3d4.8835191!4d-52.3364931!16s%2Fg%2F11lfq272x2!19sChIJLbemHRQ_Eo0RGLlmgO88gMc?authuser=0&hl=fr&rclk=1,Restauration rapide,"61 Rue Kalina, Matoury 97351, Guyane française",+594 594 35 29 27,,"3,8",64,oui,,oui,oui,,oui,oui,"VMM7+CC Matoury, Guyane française"
Nelskitchen,https://www.google.com/maps/place/Nelskitchen/data=!4m7!3m6!1s0x8d123f19ec670947:0x29c105fa6ada21fb!8m2!3d4.845754!4d-52.3318423!16s%2Fg%2F11x0nzz_mf!19sChIJRwln7Bk_Eo0R-yHaavoFwSk?authuser=0&hl=fr&rclk=1,Restaurant,"8 rue Eugène Raphaeli, 8 Rue Eugene Raphaeli, Matoury 97351, Guyane française",+594 694 15 28 87,,,0,non,,oui,oui,,oui,,"RMW9+87 Matoury, Guyane française"
Jo le Glacier,https://www.google.com/maps/place/Jo+le+Glacier/data=!4m7!3m6!1s0x8d123e517b3bff41:0xdafacdd84aaee5bf!8m2!3d4.8486735!4d-52.3261858!16s%2Fg%2F1tvq54tq!19sChIJQf87e1E-Eo0Rv-WuStjN-to?authuser=0&hl=fr&rclk=1,Marchand de glaces,"Centre commercial Makoupy 1, Lotissement Jardin de Matoury, Matoury 97351, Guyane française",+594 594 35 63 72,joleglacier.fr,"4,4",185,oui,,,,,oui,oui,"RMXF+FG Matoury, Guyane française"
McDonald's Matoury,https://www.google.com/maps/place/McDonald%27s+Matoury/data=!4m7!3m6!1s0x8d123f5fa55c3193:0x3b23f00d0b66251a!8m2!3d4.8903835!4d-52.3321288!16s%2Fg%2F11rspm_lv_!19sChIJkzFcpV8_Eo0RGiVmCw3wIzs?authuser=0&hl=fr&rclk=1,Restauration rapide,"Zone Terca Matoury, 97351, Guyane française",,mcdonalds.com.gy,"2,6",484,oui,,,,oui,,oui,"VMR9+54 Matoury, Guyane française"
Brésiliens Burgers,https://www.google.com/maps/place/Br%C3%A9siliens+Burgers/data=!4m7!3m6!1s0x8d123f1dc6177897:0x4f89a66a597a5709!8m2!3d4.8503574!4d-52.3318445!16s%2Fg%2F11tjlfx_w_!19sChIJl3gXxh0_Eo0RCVd6WWqmiU8?authuser=0&hl=fr&rclk=1,Restaurant de hamburgers,"Résidence Anolis, 12, 97351 rue Cécilia Sabajo, Matoury 97351, Guyane française",,,,0,oui,,,,,oui,oui,"VM29+47 Matoury, Guyane française"
Kaliko'Palmiste,https://www.google.com/maps/place/Kaliko%27Palmiste/data=!4m7!3m6!1s0x8d123d7cecefe193:0xf206b13985f15eda!8m2!3d4.8906616!4d-52.343246!16s%2Fg%2F11t0s2f6vq!19sChIJk-Hv7Hw9Eo0R2l7xhTmxBvI?authuser=0&hl=fr&rclk=1,Restauration rapide,"59 rue Jean Jacques DESSALINE, Matoury 97351, Guyane française",06 46 10 74 19,,,0,oui,,,,,oui,oui,"VMR4+7P Matoury, Guyane française"
Mme Banane Pesé,https://www.google.com/maps/place/Mme+Banane+Pes%C3%A9/data=!4m7!3m6!1s0x8d123d2707a6db45:0x1b6c2ad1eb4f53c3!8m2!3d4.8901852!4d-52.3406334!16s%2Fg%2F11sv0zb78f!19sChIJRdumByc9Eo0Rw1NP69EqbBs?authuser=0&hl=fr&rclk=1,Restaurant,"Matoury 97351, Guyane française",,,,0,oui,,,,,oui,oui,"VMR5+3P Matoury, Guyane française"
Restaurant Mille Pâtes Montjoly,https://www.google.com/maps/place/Restaurant+Mille+P%C3%A2tes+Montjoly/data=!4m7!3m6!1s0x8d123b8107bf4767:0xc0aa8be6c9e02d7c!8m2!3d4.9056915!4d-52.272918!16s%2Fg%2F11hbr486np!19sChIJZ0e_B4E7Eo0RfC3gyeaLqsA?authuser=0&hl=fr&rclk=1,Restaurant,"1 lot colline REMIRE MONTJOLY, 97354, Guyane française",+594 594 38 29 03,millepates-guyane.com,"3,3",278,oui,,oui,,,oui,oui,"WP4G+7R Remire-Montjoly, Guyane française"
Delicious,https://www.google.com/maps/place/Delicious/data=!4m7!3m6!1s0x8d123f005e2f548d:0xfc5f33338a2b9fe7!8m2!3d4.8531535!4d-52.3233249!16s%2Fg%2F11w2k0kpbr!19sChIJjVQvXgA_Eo0R558rijMzX_w?authuser=0&hl=fr&rclk=1,Restaurant de grillades,"97351 Av. Félix Eboué, Matoury 97351, Guyane française",,,,0,non,,,,,,,"VM3G+7M Matoury, Guyane française"
Matoury,https://www.google.com/maps/place/Matoury/data=!4m7!3m6!1s0x8d123e4ddb44de35:0xd0e2f141b2beb3f1!8m2!3d4.8503574!4d-52.3318445!16zL20vMGc0dG5x!19sChIJNd5E200-Eo0R8bO-skHx4tA?authuser=0&hl=fr&rclk=1,,,,,,0,non,,,,,,,
Les Délices de Ninise,https://www.google.com/maps/place/Les+D%C3%A9lices+de+Ninise/data=!4m7!3m6!1s0x8d123cfb620d33c3:0x3c29243b5c18a9ac!8m2!3d4.9177011!4d-52.3131057!16s%2Fg%2F1hhhxx260!19sChIJwzMNYvs8Eo0RrKkYXDskKTw?authuser=0&hl=fr&rclk=1,Restaurant de spécialités d'Amérique du Sud,"10, route de Cabassou, D3, 97300, Guyane française",+594 594 25 25 19,,"4,4",10,non,,,,,oui,oui,"WM9P+3Q Cayenne, Guyane française"
Logis Hôtel la Chaumière,https://www.google.com/maps/place/Logis+H%C3%B4tel+la+Chaumi%C3%A8re/data=!4m7!3m6!1s0x8d123e4417ccad2f:0xe548ffde5996b539!8m2!3d4.8553!4d-52.3339!16s%2Fg%2F1w4f94ds!19sChIJL63MF0Q-Eo0RObWWWd7_SOU?authuser=0&hl=fr&rclk=1,,"Chemin de la Chaumière, Matoury, 97351, Guyane française",+594 594 25 57 01,logishotels.com,"4,1",9,non,,,,,,,"VM48+4C Matoury, Guyane française"
Bar des Palmistes,https://www.google.com/maps/place/Bar+des+Palmistes/data=!4m7!3m6!1s0x8d123d30bb97cd43:0x13266d3be326d7e9!8m2!3d4.9381649!4d-52.3339373!16s%2Fg%2F1hc0wnw28!19sChIJQ82XuzA9Eo0R6dcm4zttJhM?authuser=0&hl=fr&rclk=1,Restaurant français,"12 Avenue du Général de Gaulle Cayenne, 97300, Guyane française",+594 594 30 00 50,,"3,9",917,oui,,non,,,,oui,"WMQ8+7C Cayenne, Guyane française"
La Perfecta by Pizza Montjoly,https://www.google.com/maps/place/La+Perfecta+by+Pizza+Montjoly/data=!4m7!3m6!1s0x8d123b7d207c356b:0x6b8189380aa1e16c!8m2!3d4.9181534!4d-52.2800685!16s%2Fg%2F1tc_540g!19sChIJazV8IH07Eo0RbOGhCjiJgWs?authuser=0&hl=fr&rclk=1,Restaurant,"23 rue Régine Horth Rémire-Montjoly, 97354, Guyane française",+594 694 44 18 93,,"4,1",364,oui,,,,,oui,oui,"WP99+7X Remire-Montjoly, Guyane française"
Le restaurant Tang,https://www.google.com/maps/place/Le+restaurant+Tang/data=!4m7!3m6!1s0x8d123b7e480725bf:0xad57c65bf4c26ac4!8m2!3d4.911076!4d-52.272421!16s%2Fg%2F11f666s6__!19sChIJvyUHSH47Eo0RxGrC9FvGV60?authuser=0&hl=fr&rclk=1,Restaurant chinois,"2741, 97345 Route de Remire RD2, Remire-Montjoly, Guyane française",+594 594 31 45 32,,"3,4",151,oui,,non,,,oui,oui,"WP6H+C2 Remire-Montjoly, Guyane française"
DESIR CLUB RESTAURANT,https://www.google.com/maps/place/DESIR+CLUB+RESTAURANT/data=!4m7!3m6!1s0x8d123d7b78cb8c19:0xd7d70a9fa23207bd!8m2!3d4.9185619!4d-52.3131698!16s%2Fg%2F11q8gqz471!19sChIJGYzLeHs9Eo0RvQcyop8K19c?authuser=0&hl=fr&rclk=1,Restaurant,"Cayenne 97300, Guyane française",+594 694 14 08 77,,"3,3",3,oui,,oui,,,oui,oui,"WM9P+CP Cayenne, Guyane française"
Amaniacra,https://www.google.com/maps/place/Amaniacra/data=!4m7!3m6!1s0x8d123fa6d4f401b3:0x487658ef59a2eb35!8m2!3d4.8502647!4d-52.3300009!16s%2Fg%2F11t6njspsm!19sChIJswH01KY_Eo0RNeuiWe9Ydkg?authuser=0&hl=fr&rclk=1,Restaurant,"Rue Victor Ceide, Matoury 97351, Guyane française",+594 694 92 78 66,,,0,oui,,non,,,oui,,"VM29+4X Matoury, Guyane française"
Yana Grill,https://www.google.com/maps/place/Yana+Grill/data=!4m7!3m6!1s0x8d123fe1036712e5:0x149a3664aeb15ca1!8m2!3d4.8496009!4d-52.3299188!16s%2Fg%2F11nxctl9y8!19sChIJ5RJnA-E_Eo0RoVyxrmQ2mhQ?authuser=0&hl=fr&rclk=1,Restaurant de grillades,"RMXC+R2W, Matoury 97351, Guyane française",,allojeffrey.fr,,0,oui,,,,,oui,oui,
Guyabras,https://www.google.com/maps/place/Guyabras/data=!4m7!3m6!1s0x8d126b00651b5559:0xada5cd279178cb57!8m2!3d4.8004268!4d-52.3631187!16s%2Fg%2F11y5kwv105!19sChIJWVUbZQBrEo0RV8t4kSfNpa0?authuser=0&hl=fr&rclk=1,Restaurant,"560 Matoury, 97351, Guyane française",,,,0,non,,,,,,,"RJ2P+5Q Matoury, Guyane française"
FoodTruck MC,https://www.google.com/maps/place/FoodTruck+MC/data=!4m7!3m6!1s0x8d123f0058714a53:0x146e7678ade2ef3b!8m2!3d4.833174!4d-52.323303!16s%2Fg%2F11xlcjw9j7!19sChIJU0pxWAA_Eo0RO-_irXh2bhQ?authuser=0&hl=fr&rclk=1,Restauration rapide,"Appt 259, 97351 Chem. de la Levée, Matoury 97351, Guyane française",,,,0,non,,,,,,,"RMMG+7M Matoury, Guyane française"
MB Saveurs 973,https://www.google.com/maps/place/MB+Saveurs+973/data=!4m7!3m6!1s0x8d123da9b1efd25f:0x180eaa57fdb62d66!8m2!3d4.882093!4d-52.3465289!16s%2Fg%2F11lp2w576d!19sChIJX9Lvsak9Eo0RZi22_VeqDhg?authuser=0&hl=fr&rclk=1,Restaurant,"Cotonniere ouest, 7 Rue Manare, Matoury 97351, Guyane française",06 58 67 45 35,,,0,oui,,oui,,,oui,,"VMJ3+R9 Matoury, Guyane française"
Ichiban Tatami (Restaurant japonais),https://www.google.com/maps/place/Ichiban+Tatami+%28Restaurant+japonais%29/data=!4m7!3m6!1s0x8d123b745a97dfb7:0x80aa9a457fedd0c8!8m2!3d4.9060331!4d-52.2734395!16s%2Fg%2F11t7vbmx15!19sChIJt9-XWnQ7Eo0RyNDtf0WaqoA?authuser=0&hl=fr&rclk=1,Restaurant japonais,"2161B route de rémire, derrière KFC, Rémire, Montjoly 97354, Guyane française",+594 594 37 73 03,,4,105,oui,,non,,,,oui,"WP4G+CJ Remire-Montjoly, Guyane française"
Tartines Amazone,https://www.google.com/maps/place/Tartines+Amazone/data=!4m7!3m6!1s0x8d123d006805b567:0xe94f07e0efa73d02!8m2!3d4.8938033!4d-52.3314918!16s%2Fg%2F11zjbd2tz7!19sChIJZ7UFaAA9Eo0RAj2n7-AHT-k?authuser=0&hl=fr&rclk=1,Snack,"VMV9+GCC, Cayenne 97351, Guyane française",+594 694 38 25 34,,"3,3",3,non,,,,,,,
Casa Da Flora,https://www.google.com/maps/place/Casa+Da+Flora/data=!4m10!3m9!1s0x8d6ccffb0a0dfe5b:0xde735c8ff46bc718!5m2!4m1!1i2!8m2!3d3.8904573!4d-51.7942014!16s%2Fg%2F11pv2xspfy!19sChIJW_4NCvvPbI0RGMdr9I9cc94?authuser=0&hl=fr&rclk=1,,"en face de St Georges au Brésil, Saint Georges de L'Oyapock 97313, Guyane française",+594 694 22 37 77,facebook.com,"4,1",29,non,,,,,,,"V6R4+58 Taparabu - Oiapoque, Amapá, Brésil"
Parking Restaurant David,https://www.google.com/maps/place/Parking+Restaurant+David/data=!4m7!3m6!1s0x8d6ccefa9a5755af:0x249ceec0bb306fc!8m2!3d3.8898429!4d-51.8012367!16s%2Fg%2F11fy_6d_cc!19sChIJr1VXmvrObI0R_AazC-zOSQI?authuser=0&hl=fr&rclk=1,Restaurant de type buffet,"Saint-Georges 97313, Guyane française",+594 594 28 02 96,,"3,9",37,non,,,,,oui,oui,
Boteco Da Hero,https://www.google.com/maps/place/Boteco+Da+Hero/data=!4m7!3m6!1s0x8d6ccf2dfd22ae83:0x183fe31289e24f9f!8m2!3d3.888158!4d-51.801093!16s%2Fg%2F11l31yp8rb!19sChIJg64i_S3PbI0Rn0_iiRLjPxg?authuser=0&hl=fr&rclk=1,Bar,"13, 97313 Rue Joseph Léandre, Saint-Georges, Guyane française",,,"4,8",4,non,,,,,,,
"La Belle Amédée, Maître Restaurateur","https://www.google.com/maps/place/La+Belle+Am%C3%A9d%C3%A9e,+Ma%C3%AEtre+Restaurateur/data=!4m7!3m6!1s0x8d123bd897393725:0x61b4bd637a0858db!8m2!3d4.8715473!4d-52.2488583!16s%2Fg%2F11cn8t0m10!19sChIJJTc5l9g7Eo0R21gIemO9tGE?authuser=0&hl=fr&rclk=1",Espace événementiel,"5900 Rte des plages, Remire-Montjoly 97354, Guyane française",+594 694 41 88 60,labelleamedee.com,"4,2",115,oui,,,,,,,"VQC2+JF Remire-Montjoly, Guyane française"
PAPADILO,https://www.google.com/maps/place/PAPADILO/data=!4m7!3m6!1s0x8d1243c9360a73cd:0x2ddf9bc5e62724c9!8m2!3d4.6709399!4d-52.3441848!16s%2Fg%2F11fsk02fg_!19sChIJzXMKNslDEo0RySQn5sWb3y0?authuser=0&hl=fr&rclk=1,Restaurant,"Rivière la Comté, Roura 97311, Guyane française",+594 694 20 11 22,lepapadilo.my.canva.site,"4,4",65,oui,,,,,oui,oui,
Maison Péruvienne,https://www.google.com/maps/place/Maison+P%C3%A9ruvienne/data=!4m7!3m6!1s0x8d11fc20dd169233:0x98b66b361274f724!8m2!3d5.1710189!4d-52.6428352!16s%2Fg%2F11bzrjs_5m!19sChIJM5IW3SD8EY0RJPd0EjZrtpg?authuser=0&hl=fr&rclk=1,Restaurant latino-américain,"Front de mer, 1 Av. Auguste Boudinot, Kourou 97310, Guyane française",+594 594 22 17 22,maison-peruvienne.com,"4,1",363,oui,,non,,,,oui,
CAZ CALE HOTEL,https://www.google.com/maps/place/CAZ+CALE+HOTEL/data=!4m7!3m6!1s0x8d6ccfe071af7a5d:0x6317841d5328f021!8m2!3d3.8895759!4d-51.8005391!16s%2Fg%2F11vln0k8p_!19sChIJXXqvceDPbI0RIfAoUx2EF2M?authuser=0&hl=fr&rclk=1,Hôtel,"31, 97313 Rue Élie Elfort, Saint-Georges, Guyane française",+594 594 37 00 54,,3,2,non,,,,,,,
NiakRafting,https://www.google.com/maps/place/NiakRafting/data=!4m7!3m6!1s0x8d6cdb32599f330b:0x17e0e383961974f2!8m2!3d3.8041127!4d-51.8867629!16s%2Fg%2F11h56fmknr!19sChIJCzOfWTLbbI0R8nQZloPj4Bc?authuser=0&hl=fr&rclk=1,Rafting,"de l, 1919 piste de saut maripa Saint Georges, Oyapock 97313, Guyane française",+594 594 36 61 11,niakrafting.com,5,63,non,,,,,,,
Le COOK'IN D'Or,https://www.google.com/maps/place/Le+COOK%27IN+D%27Or/data=!4m7!3m6!1s0x8d123ccbbf4259d3:0xde9883d7348e9393!8m2!3d4.9395354!4d-52.3014735!16s%2Fg%2F11cr_9s6cg!19sChIJ01lCv8s8Eo0Rk5OONNeDmN4?authuser=0&hl=fr&rclk=1,Restaurant,"WMQX+RC6, Rte de Montabo, Cayenne 97300, Guyane française",+594 594 28 56 44,,"3,9",56,oui,,non,,,,oui,
Lilicam,https://www.google.com/maps/place/Lilicam/data=!4m7!3m6!1s0x8d6ccf5114b33275:0xc03e2417b0550b00!8m2!3d3.8901092!4d-51.8070549!16s%2Fg%2F11v06wzfsd!19sChIJdTKzFFHPbI0RAAtVsBckPsA?authuser=0&hl=fr&rclk=1,Hôtel,"Lotissement maripa, Saint-Georges 97313, Guyane française",06 64 06 00 87,,5,16,non,,,,,,,
SNACK DOMINO ST GEORGES,https://www.google.com/maps/place/SNACK+DOMINO+ST+GEORGES/data=!4m7!3m6!1s0x8d6ccfa969831a5b:0xa6018cb9998124a5!8m2!3d3.8898323!4d-51.8000086!16s%2Fg%2F11vyw2w6cm!19sChIJWxqDaanPbI0RpSSBmbmMAaY?authuser=0&hl=fr&rclk=1,Snack,"Rue Élie Elfort, Saint-Georges 97313, Guyane française",+594 694 28 11 08,,,0,non,,,,,,,
Le Zuri,https://www.google.com/maps/place/Le+Zuri/data=!4m7!3m6!1s0x8d123d728abb5535:0xb18baf099fe6f27f!8m2!3d4.9249889!4d-52.2859671!16s%2Fg%2F11xdfvlmt8!19sChIJNVW7inI9Eo0Rf_Lmnwmvi7E?authuser=0&hl=fr&rclk=1,Restaurant,"2101 pk 6, 5 route de Montjoly, Remire-Montjoly 97354, Guyane française",+594 694 00 91 97,,"4,3",74,non,,non,,,oui,oui,"WPF7+XJ Remire-Montjoly, Guyane française"
Happy Together,https://www.google.com/maps/place/Happy+Together/data=!4m7!3m6!1s0x8d123b001e315689:0xbd1cfc9034323502!8m2!3d4.9152206!4d-52.2756081!16s%2Fg%2F11w24p0thf!19sChIJiVYxHgA7Eo0RAjUyNJD8HL0?authuser=0&hl=fr&rclk=1,Restaurant brunch,"Guyane française, Remire-Montjoly, Rte de Montjoly RD1, 491d邮政编码: 97354",+594 594 20 53 78,,"4,5",25,oui,,non,,,,oui,"WP8F+3Q Remire-Montjoly, Guyane française"
LA MONTJOLYIENNE,https://www.google.com/maps/place/LA+MONTJOLYIENNE/data=!4m7!3m6!1s0x8d123b87cc47df07:0x737b024e373ece12!8m2!3d4.9065137!4d-52.2728468!16s%2Fg%2F11f15m_ztx!19sChIJB99HzIc7Eo0REs4-N04Ce3M?authuser=0&hl=fr&rclk=1,Restaurant,"2240 Rte de Remire, Remire-Montjoly 97354, Guyane française",+594 594 29 13 93,,"4,1",84,oui,,,,,,oui,"WP4G+JV Remire-Montjoly, Guyane française"
Le Fifties,https://www.google.com/maps/place/Le+Fifties/data=!4m7!3m6!1s0x8d123b7ea0137a07:0x3cbb682eb7434e8c!8m2!3d4.9112134!4d-52.2721713!16s%2Fg%2F11c1r1h13r!19sChIJB3oToH47Eo0RjE5Dty5ouzw?authuser=0&hl=fr&rclk=1,Restaurant,"2750 Rte de Remire, Remire-Montjoly 97354, Guyane française",+594 594 35 05 09,,"3,8",442,oui,,,,,oui,oui,"WP6H+F4 Remire-Montjoly, Guyane française"
restaurant dorado yb,https://www.google.com/maps/place/restaurant+dorado+yb/data=!4m7!3m6!1s0x8d123b748354fa8d:0x28e16e95ff59f33b!8m2!3d4.9120607!4d-52.271869!16s%2Fg%2F11h3b3b5dp!19sChIJjfpUg3Q7Eo0RO_NZ_5Vu4Sg?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"1re entre, Rte des plages, Remire-Montjoly 97354, Guyane française",+594 594 38 28 67,,4,69,oui,,,,,oui,oui,"WP6H+R7 Remire-Montjoly, Guyane française"
La Plage Beach Club,https://www.google.com/maps/place/La+Plage+Beach+Club/data=!4m7!3m6!1s0x8d123b4adb1ac465:0x67b49a98fe70a938!8m2!3d4.9197241!4d-52.269454!16s%2Fg%2F11h_00t92m!19sChIJZcQa20o7Eo0ROKlw_piatGc?authuser=0&hl=fr&rclk=1,Restaurant,"31 Av. St Dominique, Remire-Montjoly 97354, Guyane française",+594 594 57 92 79,,"4,3",76,non,,,,,,,"WP9J+V6 Remire-Montjoly, Guyane française"
DOUG-E,https://www.google.com/maps/place/DOUG-E/data=!4m7!3m6!1s0x8d123d6d547a2971:0x4638ec579b26f02!8m2!3d4.923066!4d-52.28104!16s%2Fg%2F11y8ry_0y6!19sChIJcSl6VG09Eo0RAm-yecWOYwQ?authuser=0&hl=fr&rclk=1,Bar à poke,"1546 Rte de Montjoly RD1, Remire-Montjoly 97354, Guyane française",07 83 97 13 59,doug-e.com,"4,9",32,oui,,oui,oui,oui,,,"WPF9+6H Remire-Montjoly, Guyane française"
Takeway,https://www.google.com/maps/place/Takeway/data=!4m7!3m6!1s0x8d123d4ff7061815:0x5ac83ee2f361dce8!8m2!3d4.9171058!4d-52.2768736!16s%2Fg%2F11kqs2xfg2!19sChIJFRgG9089Eo0R6Nxh8-I-yFo?authuser=0&hl=fr&rclk=1,Restauration rapide,"865, 97354 Rte de Montjoly, Remire-Montjoly 97354, Guyane française",,foodcourtremire.fr,4,70,oui,,,,,oui,oui,"WP8F+R7 Remire-Montjoly, Guyane française"
Pause Gourmande 973,https://www.google.com/maps/place/Pause+Gourmande+973/data=!4m7!3m6!1s0x8d123bf028dc464d:0x7fb21d87469edc98!8m2!3d4.8983652!4d-52.2741937!16s%2Fg%2F11xn682wcs!19sChIJTUbcKPA7Eo0RmNyeRocdsn8?authuser=0&hl=fr&rclk=1,Restauration rapide,"1 Rue de la Tour, Remire-Montjoly 97354, Guyane française",+594 694 37 97 91,,"4,9",9,non,,,,,,,"VPXG+88 Remire-Montjoly, Guyane française"
La guitoune,https://www.google.com/maps/place/La+guitoune/data=!4m7!3m6!1s0x8d123b195d64e391:0xe86f3119a465d13f!8m2!3d4.912793!4d-52.2730713!16s%2Fg%2F11t0wqj4kj!19sChIJkeNkXRk7Eo0RP9FlpBkxb-g?authuser=0&hl=fr&rclk=1,Restaurant,"125, 97354 Rte de Montjoly, Remire-Montjoly 97354, Guyane française",+594 594 30 16 28,qrmenu.pro,"3,7",34,non,,,,,,oui,"WP7G+4Q Remire-Montjoly, Guyane française"
